,job_title,job_category,salary,experience_level,employment_type,work_setting,company_size
4740,Data Engineer,Data Engineering,130000,Senior,Full-time,Remote,M
4741,Data Scientist,Data Science and Research,256000,Senior,Full-time,Remote,M
4742,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4743,Data Engineer,Data Engineering,180000,Senior,Full-time,Remote,M
4744,Data Engineer,Data Engineering,165000,Senior,Full-time,Remote,M
4745,Data Analyst,Data Analysis,116000,Senior,Full-time,Remote,M
4746,Data Analyst,Data Analysis,78000,Senior,Full-time,Remote,M
4747,Data Analyst,Data Analysis,115934,Senior,Full-time,Remote,M
4748,Data Analyst,Data Analysis,81666,Senior,Full-time,Remote,M
4749,Machine Learning Engineer,Machine Learning and AI,283200,Senior,Full-time,In-person,M
4750,Machine Learning Engineer,Machine Learning and AI,188800,Senior,Full-time,In-person,M
4751,Research Scientist,Data Science and Research,220000,Senior,Full-time,In-person,M
4752,Research Scientist,Data Science and Research,150000,Senior,Full-time,In-person,M
4753,Applied Scientist,Data Science and Research,192000,Senior,Full-time,Remote,M
4754,Applied Scientist,Data Science and Research,164000,Senior,Full-time,Remote,M
4755,Research Scientist,Data Science and Research,205640,Senior,Full-time,In-person,M
4756,Research Scientist,Data Science and Research,142600,Senior,Full-time,In-person,M
4757,Data Engineer,Data Engineering,193200,Senior,Full-time,Remote,M
4758,Data Engineer,Data Engineering,156400,Senior,Full-time,Remote,M
4759,Machine Learning Engineer,Machine Learning and AI,196000,Senior,Full-time,In-person,M
4760,Machine Learning Engineer,Machine Learning and AI,121000,Senior,Full-time,In-person,M
4761,Data Engineer,Data Engineering,165000,Senior,Full-time,In-person,M
4762,Data Engineer,Data Engineering,132300,Senior,Full-time,In-person,M
4763,Data Science Manager,Data Science and Research,328000,Senior,Full-time,In-person,M
4764,Data Science Manager,Data Science and Research,211000,Senior,Full-time,In-person,M
4765,Data Scientist,Data Science and Research,237000,Senior,Full-time,Remote,M
4766,Data Scientist,Data Science and Research,201450,Senior,Full-time,Remote,M
4767,ML Engineer,Machine Learning and AI,229000,Senior,Full-time,In-person,M
4768,ML Engineer,Machine Learning and AI,206000,Senior,Full-time,In-person,M
4769,Data Scientist,Data Science and Research,231000,Senior,Full-time,Remote,M
4770,Data Scientist,Data Science and Research,134000,Senior,Full-time,Remote,M
4771,ML Engineer,Machine Learning and AI,183750,Senior,Full-time,In-person,M
4772,ML Engineer,Machine Learning and AI,165400,Senior,Full-time,In-person,M
4773,Data Engineer,Data Engineering,175000,Mid-level,Full-time,In-person,M
4774,Data Engineer,Data Engineering,125000,Mid-level,Full-time,In-person,M
4775,Data Scientist,Data Science and Research,285800,Senior,Full-time,In-person,M
4776,Data Scientist,Data Science and Research,154600,Senior,Full-time,In-person,M
4777,Data Operations Engineer,Data Quality and Operations,289120,Senior,Full-time,In-person,M
4778,Data Operations Engineer,Data Quality and Operations,192400,Senior,Full-time,In-person,M
4779,Data Engineer,Data Engineering,230000,Senior,Full-time,In-person,M
4780,Data Engineer,Data Engineering,166000,Senior,Full-time,In-person,M
4781,AWS Data Architect,Data Architecture and Modeling,258000,Mid-level,Full-time,Remote,L
4782,Data Scientist,Data Science and Research,225000,Senior,Full-time,In-person,M
4783,Data Scientist,Data Science and Research,156400,Senior,Full-time,In-person,M
4784,Data Engineer,Data Engineering,190000,Senior,Full-time,Remote,M
4785,Data Engineer,Data Engineering,150000,Senior,Full-time,Remote,M
4786,Data Scientist,Data Science and Research,196000,Senior,Full-time,In-person,M
4787,Data Scientist,Data Science and Research,121000,Senior,Full-time,In-person,M
4788,Data Scientist,Data Science and Research,219000,Senior,Full-time,In-person,M
4789,Data Scientist,Data Science and Research,141000,Senior,Full-time,In-person,M
4790,Data Engineer,Data Engineering,230000,Senior,Full-time,In-person,M
4791,Data Engineer,Data Engineering,206000,Senior,Full-time,In-person,M
4792,Applied Scientist,Data Science and Research,192000,Senior,Full-time,In-person,M
4793,Applied Scientist,Data Science and Research,164000,Senior,Full-time,In-person,M
4794,Data Analyst,Data Analysis,147000,Senior,Full-time,Remote,M
4795,Data Analyst,Data Analysis,92000,Senior,Full-time,Remote,M
4796,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,In-person,M
4797,Machine Learning Engineer,Machine Learning and AI,140000,Senior,Full-time,In-person,M
4798,Data Manager,Leadership and Management,110000,Mid-level,Full-time,In-person,M
4799,Data Manager,Leadership and Management,70000,Mid-level,Full-time,In-person,M
4800,Data Engineer,Data Engineering,284310,Senior,Full-time,In-person,M
4801,Data Engineer,Data Engineering,153090,Senior,Full-time,In-person,M
4802,Machine Learning Engineer,Machine Learning and AI,261500,Senior,Full-time,In-person,L
4803,Machine Learning Engineer,Machine Learning and AI,134500,Senior,Full-time,In-person,L
4804,Product Data Analyst,Data Analysis,83200,Entry-level,Contract,Hybrid,S
4805,Data Analyst,Data Analysis,145000,Senior,Full-time,Remote,M
4806,Data Analyst,Data Analysis,106000,Senior,Full-time,Remote,M
4807,Data Scientist,Data Science and Research,190000,Senior,Full-time,Remote,M
4808,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4809,Analytics Engineer,Leadership and Management,275300,Senior,Full-time,Remote,M
4810,Analytics Engineer,Leadership and Management,183500,Senior,Full-time,Remote,M
4811,ETL Developer,Data Engineering,182850,Senior,Full-time,Remote,M
4812,ETL Developer,Data Engineering,113000,Senior,Full-time,Remote,M
4813,Business Intelligence Engineer,BI and Visualization,202800,Senior,Full-time,In-person,L
4814,Business Intelligence Engineer,BI and Visualization,104300,Senior,Full-time,In-person,L
4815,Data Engineer,Data Engineering,215000,Senior,Full-time,In-person,M
4816,Data Engineer,Data Engineering,175000,Senior,Full-time,In-person,M
4817,Data Engineer,Data Engineering,162500,Mid-level,Full-time,In-person,M
4818,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
4819,Data Scientist,Data Science and Research,140000,Mid-level,Full-time,Remote,M
4820,Data Scientist,Data Science and Research,115000,Mid-level,Full-time,Remote,M
4821,Data Engineer,Data Engineering,136600,Senior,Full-time,Remote,M
4822,Data Engineer,Data Engineering,109280,Senior,Full-time,Remote,M
4823,Machine Learning Engineer,Machine Learning and AI,221000,Senior,Full-time,In-person,M
4824,Machine Learning Engineer,Machine Learning and AI,185000,Senior,Full-time,In-person,M
4825,Research Engineer,Data Science and Research,281000,Senior,Full-time,In-person,M
4826,Research Engineer,Data Science and Research,196000,Senior,Full-time,In-person,M
4827,Data Engineer,Data Engineering,146000,Senior,Full-time,In-person,M
4828,Data Engineer,Data Engineering,94000,Senior,Full-time,In-person,M
4829,Data Integration Specialist,Data Management and Strategy,69500,Entry-level,Full-time,Remote,M
4830,Data Integration Specialist,Data Management and Strategy,46400,Entry-level,Full-time,Remote,M
4831,Data Engineer,Data Engineering,185000,Senior,Full-time,Remote,M
4832,Data Engineer,Data Engineering,150000,Senior,Full-time,Remote,M
4833,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
4834,Data Engineer,Data Engineering,115000,Senior,Full-time,In-person,M
4835,Data Engineer,Data Engineering,254000,Senior,Full-time,In-person,M
4836,Data Engineer,Data Engineering,200000,Senior,Full-time,In-person,M
4837,Applied Scientist,Data Science and Research,260000,Senior,Full-time,In-person,L
4838,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
4839,Data Architect,Data Architecture and Modeling,285000,Senior,Full-time,Remote,M
4840,Data Architect,Data Architecture and Modeling,210000,Senior,Full-time,Remote,M
4841,Data Analyst,Data Analysis,69525,Entry-level,Full-time,Remote,M
4842,Data Analyst,Data Analysis,61800,Entry-level,Full-time,Remote,M
4843,Data Scientist,Data Science and Research,192000,Senior,Full-time,In-person,M
4844,Data Scientist,Data Science and Research,164000,Senior,Full-time,In-person,M
4845,ML Engineer,Machine Learning and AI,178000,Senior,Full-time,In-person,M
4846,ML Engineer,Machine Learning and AI,152000,Senior,Full-time,In-person,M
4847,BI Developer,BI and Visualization,160000,Senior,Full-time,Remote,L
4848,Data Analyst,Data Analysis,125000,Senior,Full-time,In-person,M
4849,Data Analyst,Data Analysis,95000,Senior,Full-time,In-person,M
4850,Data Visualization Analyst,BI and Visualization,130000,Senior,Full-time,In-person,M
4851,Data Visualization Analyst,BI and Visualization,110000,Senior,Full-time,In-person,M
4852,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
4853,Data Engineer,Data Engineering,120000,Senior,Full-time,In-person,M
4854,Machine Learning Engineer,Machine Learning and AI,283200,Senior,Full-time,In-person,M
4855,Machine Learning Engineer,Machine Learning and AI,188800,Senior,Full-time,In-person,M
4856,Data Scientist,Data Science and Research,140000,Senior,Full-time,In-person,M
4857,Data Scientist,Data Science and Research,105000,Senior,Full-time,In-person,M
4858,Data Scientist,Data Science and Research,130001,Entry-level,Full-time,Remote,M
4859,Data Scientist,Data Science and Research,71907,Entry-level,Full-time,Remote,M
4860,Data Architect,Data Architecture and Modeling,205000,Senior,Full-time,Remote,M
4861,Data Architect,Data Architecture and Modeling,150000,Senior,Full-time,Remote,M
4862,Head of Data,Leadership and Management,204500,Executive,Full-time,In-person,M
4863,Head of Data,Leadership and Management,142200,Executive,Full-time,In-person,M
4864,Data Scientist,Data Science and Research,150000,Senior,Full-time,Remote,M
4865,Data Scientist,Data Science and Research,130000,Senior,Full-time,Remote,M
4866,Data Engineer,Data Engineering,120000,Mid-level,Full-time,In-person,M
4867,Data Engineer,Data Engineering,120000,Mid-level,Full-time,In-person,M
4868,Applied Scientist,Data Science and Research,260000,Senior,Full-time,In-person,L
4869,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
4870,Data Analyst,Data Analysis,110000,Senior,Full-time,Remote,M
4871,Data Analyst,Data Analysis,90000,Senior,Full-time,Remote,M
4872,Data Modeler,Data Architecture and Modeling,168400,Senior,Full-time,In-person,M
4873,Data Modeler,Data Architecture and Modeling,90700,Senior,Full-time,In-person,M
4874,Data Analyst,Data Analysis,150000,Senior,Full-time,Remote,M
4875,Data Analyst,Data Analysis,95000,Senior,Full-time,Remote,M
4876,Data Engineer,Data Engineering,161000,Senior,Full-time,In-person,M
4877,Data Engineer,Data Engineering,85000,Senior,Full-time,In-person,M
4878,Research Engineer,Data Science and Research,240000,Senior,Full-time,Remote,M
4879,Research Engineer,Data Science and Research,157250,Senior,Full-time,Remote,M
4880,Applied Scientist,Data Science and Research,260000,Senior,Full-time,In-person,L
4881,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
4882,Data Scientist,Data Science and Research,277500,Senior,Full-time,In-person,M
4883,Data Scientist,Data Science and Research,206000,Senior,Full-time,In-person,M
4884,Machine Learning Engineer,Machine Learning and AI,165000,Mid-level,Full-time,In-person,M
4885,Machine Learning Engineer,Machine Learning and AI,150000,Mid-level,Full-time,In-person,M
4886,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
4887,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
4888,Data Scientist,Data Science and Research,236500,Senior,Full-time,In-person,M
4889,Data Scientist,Data Science and Research,176000,Senior,Full-time,In-person,M
4890,Applied Scientist,Data Science and Research,260000,Senior,Full-time,In-person,L
4891,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
4892,Data Engineer,Data Engineering,171250,Senior,Full-time,In-person,M
4893,Data Engineer,Data Engineering,113750,Senior,Full-time,In-person,M
4894,Data Engineer,Data Engineering,146000,Senior,Full-time,In-person,M
4895,Data Engineer,Data Engineering,75000,Senior,Full-time,In-person,M
4896,Data Engineer,Data Engineering,146000,Senior,Full-time,In-person,M
4897,Data Engineer,Data Engineering,75000,Senior,Full-time,In-person,M
4898,Research Scientist,Data Science and Research,150000,Entry-level,Full-time,In-person,M
4899,Research Scientist,Data Science and Research,100000,Entry-level,Full-time,In-person,M
4900,Data Analyst,Data Analysis,62000,Senior,Full-time,In-person,M
4901,Data Analyst,Data Analysis,55000,Senior,Full-time,In-person,M
4902,Data Analytics Manager,Leadership and Management,155000,Mid-level,Full-time,In-person,M
4903,Data Analytics Manager,Leadership and Management,140000,Mid-level,Full-time,In-person,M
4904,Machine Learning Engineer,Machine Learning and AI,247500,Senior,Full-time,In-person,M
4905,Machine Learning Engineer,Machine Learning and AI,172200,Senior,Full-time,In-person,M
4906,Data Specialist,Data Management and Strategy,110000,Mid-level,Full-time,In-person,M
4907,Data Specialist,Data Management and Strategy,70000,Mid-level,Full-time,In-person,M
4908,Machine Learning Engineer,Machine Learning and AI,230000,Senior,Full-time,In-person,M
4909,Machine Learning Engineer,Machine Learning and AI,140100,Senior,Full-time,In-person,M
4910,Machine Learning Engineer,Machine Learning and AI,297300,Senior,Full-time,Remote,M
4911,Machine Learning Engineer,Machine Learning and AI,198200,Senior,Full-time,Remote,M
4912,Data Engineer,Data Engineering,204000,Mid-level,Full-time,Remote,M
4913,Data Engineer,Data Engineering,161500,Mid-level,Full-time,Remote,M
4914,Data Specialist,Data Management and Strategy,87500,Mid-level,Full-time,Remote,M
4915,Data Specialist,Data Management and Strategy,62500,Mid-level,Full-time,Remote,M
4916,Data Analyst,Data Analysis,160000,Senior,Full-time,Remote,M
4917,Data Analyst,Data Analysis,135000,Senior,Full-time,Remote,M
4918,Machine Learning Engineer,Machine Learning and AI,216000,Senior,Full-time,Remote,M
4919,Machine Learning Engineer,Machine Learning and AI,184000,Senior,Full-time,Remote,M
4920,Research Engineer,Data Science and Research,253000,Senior,Full-time,Remote,M
4921,Research Engineer,Data Science and Research,156400,Senior,Full-time,Remote,M
4922,Data Engineer,Data Engineering,265000,Senior,Full-time,Remote,M
4923,Data Engineer,Data Engineering,200000,Senior,Full-time,Remote,M
4924,Data Engineer,Data Engineering,217000,Senior,Full-time,Remote,M
4925,Data Engineer,Data Engineering,185000,Senior,Full-time,Remote,M
4926,Data Analyst,Data Analysis,83000,Senior,Full-time,Remote,M
4927,Data Analyst,Data Analysis,72000,Senior,Full-time,Remote,M
4928,Data Analyst,Data Analysis,208450,Senior,Full-time,Remote,M
4929,Data Analyst,Data Analysis,170550,Senior,Full-time,Remote,M
4930,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,In-person,M
4931,Machine Learning Engineer,Machine Learning and AI,130000,Senior,Full-time,In-person,M
4932,Data Scientist,Data Science and Research,190000,Senior,Full-time,In-person,M
4933,Data Scientist,Data Science and Research,165000,Senior,Full-time,In-person,M
4934,Research Engineer,Data Science and Research,165000,Entry-level,Full-time,In-person,M
4935,Research Engineer,Data Science and Research,145000,Entry-level,Full-time,In-person,M
4936,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
4937,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
4938,Director of Data Science,Data Science and Research,336400,Executive,Full-time,In-person,M
4939,Director of Data Science,Data Science and Research,201900,Executive,Full-time,In-person,M
4940,Data Scientist,Data Science and Research,189750,Mid-level,Full-time,In-person,M
4941,Data Scientist,Data Science and Research,131100,Mid-level,Full-time,In-person,M
4942,Data Science Manager,Data Science and Research,270000,Mid-level,Full-time,Remote,M
4943,Data Science Manager,Data Science and Research,95000,Mid-level,Full-time,Remote,M
4944,Data Engineer,Data Engineering,170000,Senior,Full-time,In-person,M
4945,Data Engineer,Data Engineering,120000,Senior,Full-time,In-person,M
4946,Data Engineer,Data Engineering,117300,Mid-level,Full-time,In-person,M
4947,Data Engineer,Data Engineering,69000,Mid-level,Full-time,In-person,M
4948,Data Engineer,Data Engineering,182000,Senior,Full-time,Remote,M
4949,Data Engineer,Data Engineering,144000,Senior,Full-time,Remote,M
4950,Data Science Lead,Data Science and Research,244000,Mid-level,Full-time,In-person,M
4951,Data Science Lead,Data Science and Research,200000,Mid-level,Full-time,In-person,M
4952,Data Analyst,Data Analysis,120000,Senior,Full-time,Remote,M
4953,Data Analyst,Data Analysis,100000,Senior,Full-time,Remote,M
4954,Data Engineer,Data Engineering,260000,Mid-level,Full-time,In-person,M
4955,Data Engineer,Data Engineering,175000,Mid-level,Full-time,In-person,M
4956,Data Engineer,Data Engineering,190000,Senior,Full-time,In-person,M
4957,Data Engineer,Data Engineering,150000,Senior,Full-time,In-person,M
4958,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4959,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4960,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4961,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4962,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4963,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4964,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4965,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4966,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4967,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4968,Machine Learning Engineer,Machine Learning and AI,250000,Senior,Full-time,In-person,M
4969,Machine Learning Engineer,Machine Learning and AI,100000,Senior,Full-time,In-person,M
4970,Machine Learning Engineer,Machine Learning and AI,225000,Senior,Full-time,Remote,M
4971,Machine Learning Engineer,Machine Learning and AI,175000,Senior,Full-time,Remote,M
4972,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4973,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4974,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4975,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4976,Data Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
4977,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
4978,Data Scientist,Data Science and Research,236500,Senior,Full-time,In-person,M
4979,Data Scientist,Data Science and Research,176000,Senior,Full-time,In-person,M
4980,Data Scientist,Data Science and Research,105000,Mid-level,Full-time,In-person,M
4981,Data Scientist,Data Science and Research,102500,Mid-level,Full-time,In-person,M
4982,Research Engineer,Data Science and Research,370000,Senior,Full-time,In-person,M
4983,Research Engineer,Data Science and Research,200000,Senior,Full-time,In-person,M
4984,Data Engineer,Data Engineering,260000,Senior,Full-time,In-person,M
4985,Data Engineer,Data Engineering,225000,Senior,Full-time,In-person,M
4986,Research Scientist,Data Science and Research,370000,Senior,Full-time,In-person,M
4987,Research Scientist,Data Science and Research,200000,Senior,Full-time,In-person,M
4988,Data Engineer,Data Engineering,186600,Mid-level,Full-time,Remote,M
4989,Data Engineer,Data Engineering,116500,Mid-level,Full-time,Remote,M
4990,Data Science Manager,Data Science and Research,299500,Senior,Full-time,In-person,M
4991,Data Science Manager,Data Science and Research,245100,Senior,Full-time,In-person,M
4992,Machine Learning Scientist,Machine Learning and AI,222000,Senior,Full-time,Remote,M
4993,Machine Learning Scientist,Machine Learning and AI,138000,Senior,Full-time,Remote,M
4994,Machine Learning Scientist,Machine Learning and AI,292000,Senior,Full-time,Remote,M
4995,Machine Learning Scientist,Machine Learning and AI,164500,Senior,Full-time,Remote,M
4996,Machine Learning Scientist,Machine Learning and AI,292200,Senior,Full-time,Remote,M
4997,Machine Learning Scientist,Machine Learning and AI,164500,Senior,Full-time,Remote,M
4998,Data Engineer,Data Engineering,163800,Senior,Full-time,In-person,M
4999,Data Engineer,Data Engineering,126000,Senior,Full-time,In-person,M
5000,Data Scientist,Data Science and Research,160000,Senior,Full-time,In-person,M
5001,Data Scientist,Data Science and Research,120000,Senior,Full-time,In-person,M
5002,Data Analyst,Data Analysis,140000,Senior,Full-time,In-person,M
5003,Data Analyst,Data Analysis,120000,Senior,Full-time,In-person,M
5004,Computer Vision Engineer,Machine Learning and AI,280000,Senior,Full-time,In-person,M
5005,Computer Vision Engineer,Machine Learning and AI,210000,Senior,Full-time,In-person,M
5006,Data Scientist,Data Science and Research,170000,Mid-level,Full-time,Remote,M
5007,Data Scientist,Data Science and Research,150000,Mid-level,Full-time,Remote,M
5008,Machine Learning Engineer,Machine Learning and AI,200000,Mid-level,Full-time,Remote,M
5009,Machine Learning Engineer,Machine Learning and AI,170000,Mid-level,Full-time,Remote,M
5010,Director of Data Science,Data Science and Research,225000,Executive,Full-time,Remote,M
5011,Director of Data Science,Data Science and Research,175000,Executive,Full-time,Remote,M
5012,Data Science Consultant,Data Science and Research,189750,Senior,Full-time,In-person,M
5013,Data Science Consultant,Data Science and Research,131100,Senior,Full-time,In-person,M
5014,Data Analyst,Data Analysis,123400,Senior,Full-time,Remote,M
5015,Data Analyst,Data Analysis,82200,Senior,Full-time,Remote,M
5016,Applied Machine Learning Engineer,Machine Learning and AI,225000,Executive,Full-time,Remote,M
5017,Data Engineer,Data Engineering,161800,Senior,Full-time,In-person,M
5018,Data Engineer,Data Engineering,121400,Senior,Full-time,In-person,M
5019,Research Scientist,Data Science and Research,285000,Senior,Full-time,In-person,M
5020,Research Scientist,Data Science and Research,193900,Senior,Full-time,In-person,M
5021,Analytics Engineer,Leadership and Management,240000,Senior,Full-time,In-person,M
5022,Analytics Engineer,Leadership and Management,196000,Senior,Full-time,In-person,M
5023,Data Scientist,Data Science and Research,214000,Senior,Full-time,In-person,M
5024,Data Scientist,Data Science and Research,164000,Senior,Full-time,In-person,M
5025,Decision Scientist,Data Science and Research,170000,Senior,Full-time,Remote,M
5026,Decision Scientist,Data Science and Research,155000,Senior,Full-time,Remote,M
5027,Data Analyst,Data Analysis,125000,Senior,Full-time,In-person,M
5028,Data Analyst,Data Analysis,98000,Senior,Full-time,In-person,M
5029,Machine Learning Engineer,Machine Learning and AI,199000,Senior,Full-time,Remote,M
5030,Machine Learning Engineer,Machine Learning and AI,145000,Senior,Full-time,Remote,M
5031,Machine Learning Engineer,Machine Learning and AI,260000,Senior,Full-time,Remote,M
5032,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,Remote,M
5033,Decision Scientist,Data Science and Research,185900,Senior,Full-time,In-person,M
5034,Decision Scientist,Data Science and Research,129300,Senior,Full-time,In-person,M
5035,Data Engineer,Data Engineering,200000,Executive,Full-time,In-person,M
5036,Data Engineer,Data Engineering,145000,Executive,Full-time,In-person,M
5037,Data Engineer,Data Engineering,175000,Senior,Full-time,In-person,M
5038,Data Engineer,Data Engineering,120000,Senior,Full-time,In-person,M
5039,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
5040,Data Engineer,Data Engineering,120000,Senior,Full-time,In-person,M
5041,Data Engineer,Data Engineering,252000,Senior,Full-time,In-person,M
5042,Data Engineer,Data Engineering,129000,Senior,Full-time,In-person,M
5043,Data Analyst,Data Analysis,142000,Senior,Full-time,In-person,M
5044,Data Analyst,Data Analysis,87500,Senior,Full-time,In-person,M
5045,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
5046,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
5047,Machine Learning Engineer,Machine Learning and AI,220000,Senior,Full-time,Remote,M
5048,Machine Learning Engineer,Machine Learning and AI,165000,Senior,Full-time,Remote,M
5049,Data Scientist,Data Science and Research,195000,Senior,Full-time,In-person,M
5050,Data Scientist,Data Science and Research,160000,Senior,Full-time,In-person,M
5051,Data Scientist,Data Science and Research,275300,Senior,Full-time,Remote,M
5052,Data Scientist,Data Science and Research,183500,Senior,Full-time,Remote,M
5053,Data Scientist,Data Science and Research,175000,Senior,Full-time,Remote,M
5054,Data Scientist,Data Science and Research,145000,Senior,Full-time,Remote,M
5055,Data Analyst,Data Analysis,105000,Mid-level,Full-time,In-person,M
5056,Data Analyst,Data Analysis,85000,Mid-level,Full-time,In-person,M
5057,Data Scientist,Data Science and Research,175000,Senior,Full-time,Remote,M
5058,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
5059,Data Engineer,Data Engineering,162500,Mid-level,Full-time,In-person,M
5060,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
5061,Data Engineer,Data Engineering,174350,Senior,Full-time,Remote,M
5062,Data Engineer,Data Engineering,126800,Senior,Full-time,Remote,M
5063,Data Engineer,Data Engineering,245000,Senior,Full-time,Remote,M
5064,Data Engineer,Data Engineering,140000,Senior,Full-time,Remote,M
5065,Analytics Engineer,Leadership and Management,231250,Senior,Full-time,Remote,M
5066,Analytics Engineer,Leadership and Management,138750,Senior,Full-time,Remote,M
5067,Machine Learning Engineer,Machine Learning and AI,155000,Mid-level,Full-time,In-person,M
5068,Machine Learning Engineer,Machine Learning and AI,125000,Mid-level,Full-time,In-person,M
5069,Data Engineer,Data Engineering,242000,Mid-level,Full-time,In-person,M
5070,Data Engineer,Data Engineering,195000,Mid-level,Full-time,In-person,M
5071,Research Scientist,Data Science and Research,155000,Entry-level,Full-time,In-person,M
5072,Research Scientist,Data Science and Research,125000,Entry-level,Full-time,In-person,M
5073,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
5074,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
5075,Machine Learning Engineer,Machine Learning and AI,160000,Mid-level,Full-time,Remote,M
5076,Machine Learning Engineer,Machine Learning and AI,140000,Mid-level,Full-time,Remote,M
5077,Data Specialist,Data Management and Strategy,110000,Mid-level,Full-time,In-person,M
5078,Data Specialist,Data Management and Strategy,70000,Mid-level,Full-time,In-person,M
5079,Data Scientist,Data Science and Research,183924,Senior,Full-time,In-person,M
5080,Data Scientist,Data Science and Research,125760,Senior,Full-time,In-person,M
5081,Data Analyst,Data Analysis,150000,Senior,Full-time,Remote,M
5082,Data Analyst,Data Analysis,105000,Senior,Full-time,Remote,M
5083,ML Engineer,Machine Learning and AI,30000,Mid-level,Contract,Remote,S
5084,ML Engineer,Machine Learning and AI,25500,Mid-level,Contract,Remote,S
5085,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
5086,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
5087,Data Scientist,Data Science and Research,147100,Senior,Full-time,In-person,M
5088,Data Scientist,Data Science and Research,90700,Senior,Full-time,In-person,M
5089,Data Analyst,Data Analysis,130000,Senior,Full-time,Remote,M
5090,Data Analyst,Data Analysis,100000,Senior,Full-time,Remote,M
5091,Applied Scientist,Data Science and Research,213660,Entry-level,Full-time,In-person,L
5092,Applied Scientist,Data Science and Research,130760,Entry-level,Full-time,In-person,L
5093,Data Modeler,Data Architecture and Modeling,147100,Senior,Full-time,In-person,M
5094,Data Modeler,Data Architecture and Modeling,90700,Senior,Full-time,In-person,M
5095,Data Scientist,Data Science and Research,170000,Senior,Full-time,In-person,M
5096,Data Scientist,Data Science and Research,150000,Senior,Full-time,In-person,M
5097,Data Analyst,Data Analysis,150000,Mid-level,Full-time,Remote,M
5098,Data Analyst,Data Analysis,110000,Mid-level,Full-time,Remote,M
5099,Business Intelligence Engineer,BI and Visualization,225000,Senior,Full-time,In-person,M
5100,Business Intelligence Engineer,BI and Visualization,156400,Senior,Full-time,In-person,M
5101,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,In-person,M
5102,Machine Learning Engineer,Machine Learning and AI,130000,Senior,Full-time,In-person,M
5103,Data Engineer,Data Engineering,253200,Senior,Full-time,In-person,M
5104,Data Engineer,Data Engineering,90700,Senior,Full-time,In-person,M
5105,Computer Vision Engineer,Machine Learning and AI,342810,Senior,Full-time,In-person,M
5106,Computer Vision Engineer,Machine Learning and AI,184590,Senior,Full-time,In-person,M
5107,Data Engineer,Data Engineering,162500,Mid-level,Full-time,In-person,M
5108,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
5109,Data Analyst,Data Analysis,105380,Mid-level,Full-time,In-person,M
5110,Data Analyst,Data Analysis,64500,Mid-level,Full-time,In-person,M
5111,Applied Scientist,Data Science and Research,204620,Entry-level,Full-time,In-person,L
5112,Applied Scientist,Data Science and Research,110680,Entry-level,Full-time,In-person,L
